id,name,role,institution,country,works_count,cited_by_count,h_index
"https://openalex.org/A5035096362","Ryan Sontag","Assistant Professor / Researcher","","",4752,1315,17
"https://openalex.org/A5039324842","Cord Sunderkötter","Professor / Expert","","",4728,19500,68
"https://openalex.org/A5134983863","Lye Meng Markillie","Student / Beginner","","",4724,0,0
"https://openalex.org/A5134942886","Hugh Mitchell","Student / Beginner","","",4723,0,0
"https://openalex.org/A5008452332","Dieter Häussinger","Professor / Expert","","",4707,73324,107
"https://openalex.org/A5006536606","Vanessa Garayburu‐Caruso","Assistant Professor / Researcher","","",4667,896,16
"https://openalex.org/A5034097318","Nicholas Day","Professor / Expert","","",4662,80629,120
"https://openalex.org/A5136060493","ANDREA Pigorini","Student / Beginner","","",4656,0,0
"https://openalex.org/A5003953667","G. Kawamura","Assistant Professor / Researcher","","",4643,1159,17
"https://openalex.org/A5067986935","Shivani Upadhyaya","Postdoc / Early Career","","",4635,133,6
"https://openalex.org/A5040095743","Taniya Roy Chowdhury","Assistant Professor / Researcher","","",4633,2110,19
"https://openalex.org/A5134870272","Nikola Tolic","Student / Beginner","","",4633,0,0
"https://openalex.org/A5007509063","Eric Bottos","Assistant Professor / Researcher","","",4603,4575,19
"https://openalex.org/A5009910896","Andrew Lipton","Associate Professor","","",4591,3223,33
"https://openalex.org/A5034609521","Andrew Townsend","Assistant Professor / Researcher","","",4590,1664,18
"https://openalex.org/A5065082245","W. Clegg","Professor / Expert","","",4584,34190,76
"https://openalex.org/A5088369746","Feng Yang","Professor / Expert","","",4583,8582,49
"https://openalex.org/A5071396280","Chi Xiao","Postdoc / Early Career","","",4581,190,7
"https://openalex.org/A5002516911","Arunima Bhattacharjee","Assistant Professor / Researcher","","",4572,834,12
"https://openalex.org/A5011650421","C. T. Russell","Professor / Expert","","",4501,115529,151
"https://openalex.org/A5100405781","Ping Zhang","Professor / Expert","","",4484,80787,118
"https://openalex.org/A5100364769","Jin Li","Professor / Expert","","",4456,129344,150
"https://openalex.org/A5051101756","Ryan Renslow","Associate Professor","","",4451,3515,31
"https://openalex.org/A5088230712","Fred R. Volkmar","Professor / Expert","","",4419,52164,119
"https://openalex.org/A5134822396","Weijun Qian","Student / Beginner","","",4410,0,0
"https://openalex.org/A5014947618","Anne Glaesener","Postdoc / Early Career","","",4407,421,5
"https://openalex.org/A5084169778","Jun Wang","Professor / Expert","","",4405,36802,81
"https://openalex.org/A5076949434","Nicole Danielle Osier","Assistant Professor / Researcher","","",4403,1494,18
"https://openalex.org/A5108047889","Yì Wáng","Professor / Expert","","",4392,26509,70
"https://openalex.org/A5079873685","Xingyuan Chen","Associate Professor","","",4380,7332,39
"https://openalex.org/A5042664825","Frank Gaillard","Associate Professor","","",4375,7030,25
"https://openalex.org/A5135049806","Elizabeth Eder","Student / Beginner","","",4375,0,0
"https://openalex.org/A5040141774","Tamás Varga","Assistant Professor / Researcher","","",4361,1552,15
"https://openalex.org/A5043452704","Martin Nieger","Professor / Expert","","",4345,24437,64
"https://openalex.org/A5023705098","Michael Bolte","Professor / Expert","","",4337,18488,62
"https://openalex.org/A5060255302","Sophia McKever","Postdoc / Early Career","","",4335,183,6
"https://openalex.org/A5134865143","Tierney Becho","Student / Beginner","","",4322,0,0
"https://openalex.org/A5005097813","Tim Scheibe","Associate Professor","","",4321,5023,36
"https://openalex.org/A5000629060","Thomas Schwarz","Professor / Expert","","",4297,76378,124
"https://openalex.org/A5079956770","Wei Li","Professor / Expert","","",4268,20802,66
"https://openalex.org/A5068888465","Taylor Cameron","Postdoc / Early Career","","",4258,230,8
"https://openalex.org/A5101877022","Irina Novikova","Assistant Professor / Researcher","","",4257,1652,17
"https://openalex.org/A5134866985","Elizabeth Eder","Student / Beginner","","",4251,0,0
"https://openalex.org/A5135091646","Tujin Shi","Student / Beginner","","",4239,0,0
"https://openalex.org/A5039395705","Frede Blaabjerg","Professor / Expert","","",4192,195950,192
"https://openalex.org/A5067109486","Amy Goldman","Assistant Professor / Researcher","","",4190,1204,20
"https://openalex.org/A5039960939","Aditi Sengupta","Assistant Professor / Researcher","","",4186,2105,19
"https://openalex.org/A5134981893","Jessica Choi","Student / Beginner","","",4176,0,0
"https://openalex.org/A5013184354","George Davey Smith","Professor / Expert","","",4156,428039,270
"https://openalex.org/A5089379373","Ben Zhong Tang","Professor / Expert","","",4140,250409,213
"https://openalex.org/A5031601763","Lawrence H. Price","Professor / Expert","","",4130,28793,94
"https://openalex.org/A5008555874","C. Suzuki","Associate Professor","","",4126,5245,37
"https://openalex.org/A5080762339","Trevor W. Robbins","Professor / Expert","","",4124,195598,242
"https://openalex.org/A5030773855","Lupita Renteria","Assistant Professor / Researcher","","",4110,578,12
"https://openalex.org/A5134859685","Lauren Vega","Student / Beginner","","",4107,0,0
"https://openalex.org/A5081818480","Christoph Valentin","Student / Beginner","","",4086,0,0
"https://openalex.org/A5083462005","Victor E. A. Gerdes","Professor / Expert","","",4076,11786,50
"https://openalex.org/A5030174951","Morgan Barnes","Assistant Professor / Researcher","","",4065,564,11
"https://openalex.org/A5100425554","Li Zhang","Professor / Expert","","",4056,75024,114
"https://openalex.org/A5134838364","Matthew Gaffrey","Associate Professor","","",4054,2185,27
"https://openalex.org/A5061623935","Francesco Montorsi","Professor / Expert","","",4052,98927,146
"https://openalex.org/A5017146197","Alan Roebuck","Postdoc / Early Career","","",4041,648,10
"https://openalex.org/A5032715322","Florian Seliger","Postdoc / Early Career","","",4033,356,10
"https://openalex.org/A5074730004","Didier Raoult","Professor / Expert","","",4032,225929,198
"https://openalex.org/A5043918304","Samantha Grieger","Postdoc / Early Career","","",4026,249,7
"https://openalex.org/A5021495764","Stephanie Fulton","Postdoc / Early Career","","",4010,188,6
"https://openalex.org/A5135330487","Sarah Leichty","Student / Beginner","","",4010,0,0
"https://openalex.org/A5134949043","Sara Valdimarsdottir","Student / Beginner","","",3997,0,0
"https://openalex.org/A5134977561","Carlos Rodriguez Lopez","Student / Beginner","","",3997,0,0
"https://openalex.org/A5034017799","Qiang Li","Professor / Expert","","",3991,27298,74
"https://openalex.org/A5065735206","Nobutaka Hirokawa","Professor / Expert","","",3988,55121,115
"https://openalex.org/A5072643268","Lawrence David Scahill","Professor / Expert","","",3974,43924,112
"https://openalex.org/A5050099873","Jing Liu","Professor / Expert","","",3968,26330,69
"https://openalex.org/A5019555383","Christopher J. McDougle","Professor / Expert","","",3956,33384,96
"https://openalex.org/A5134937157","Yuqian Gao","Student / Beginner","","",3951,0,0
"https://openalex.org/A5028655150","Jennifer Loros","Professor / Expert","","",3947,16697,75
"https://openalex.org/A5050242178","P. Jackson","Professor / Expert","","",3927,219455,188
"https://openalex.org/A5026083794","Tapomayukh Bhattacharjee","Associate Professor","","",3913,1424,22
"https://openalex.org/A5079571425","Thomas A. Luger","Professor / Expert","","",3908,43481,108
"https://openalex.org/A5100376569","Zhong Lin Wang","Professor / Expert","","",3896,472295,321
"https://openalex.org/A5077719529","Siddhartha S Srinivasa","Professor / Expert","","",3892,19009,64
"https://openalex.org/A5002078295","Filomena Maggino","Associate Professor","","",3874,3700,28
"https://openalex.org/A5040662398","Erik De Clercq","Professor / Expert","","",3872,139771,160
"https://openalex.org/A5134873445","Justin Teeguarden","Student / Beginner","","",3872,0,0
"https://openalex.org/A5023023644","Jie Zhang","Professor / Expert","","",3857,29004,78
"https://openalex.org/A5100418548","Chen Chen","Professor / Expert","","",3855,75460,108
"https://openalex.org/A5063130484","Tim Cook","Professor / Expert","","",3851,28468,80
"https://openalex.org/A5032020071","Lye Meng Markillie","Associate Professor","","",3848,3832,28
"https://openalex.org/A5100399276","Han Zhang","Professor / Expert","","",3842,154589,184
"https://openalex.org/A5134844191","Amar Parvate","Student / Beginner","","",3832,0,0
"https://openalex.org/A5134873759","Stephanie Thibert","Postdoc / Early Career","","",3831,75,5
"https://openalex.org/A5100430876","Xi Zhang","Associate Professor","","",3828,6520,37
"https://openalex.org/A5100444820","Xiaogang Wang","Professor / Expert","","",3828,253257,209
"https://openalex.org/A5055701440","Lee Ann McCue","Associate Professor","","",3827,5570,39
"https://openalex.org/A5134861166","Yang Wang","Student / Beginner","","",3819,0,0
"https://openalex.org/A5066675722","K. Mukai","Assistant Professor / Researcher","","",3806,1143,17
"https://openalex.org/A5022857079","Eun‐Kyung Kim","Professor / Expert","","",3792,36545,89
"https://openalex.org/A5019361988","Samantha Miller","Associate Professor","","",3788,3681,32
"https://openalex.org/A5000044759","Karol Kamiński","Associate Professor","","",3784,6376,35
"https://openalex.org/A5134802759","Qian Zhao","Student / Beginner","","",3777,0,0
"https://openalex.org/A5079766290","Henrik Zetterberg","Professor / Expert","","",3775,182948,194
"https://openalex.org/A5001546885","Danny Orton","Postdoc / Early Career","","",3764,408,8
"https://openalex.org/A5042307561","H. Vincent Poor","Professor / Expert","","",3760,159603,181
"https://openalex.org/A5055753264","Anil Shukla","Associate Professor","","",3756,6136,40
"https://openalex.org/A5031340334","Antonio Gasbarrini","Professor / Expert","","",3754,110945,146
"https://openalex.org/A5114377956","Bo Liu","Professor / Expert","","",3753,69844,104
"https://openalex.org/A5134840601","David Hoyt","Student / Beginner","","",3747,0,0
"https://openalex.org/A5100778674","Bharat Bhushan","Professor / Expert","","",3742,92275,139
"https://openalex.org/A5134866951","Sarah Williams","Student / Beginner","","",3740,0,0
"https://openalex.org/A5069763141","Wei Wang","Associate Professor","","",3736,7121,35
"https://openalex.org/A5078999329","Young Jin Kim","Postdoc / Early Career","","",3733,403,8
"https://openalex.org/A5080882260","Ray J. Butcher","Professor / Expert","","",3723,24842,63
"https://openalex.org/A5059190653","Michael Weintraub","Professor / Expert","","",3720,13562,41
"https://openalex.org/A5134837574","Deseree Reid","Student / Beginner","","",3719,0,0
"https://openalex.org/A5134845800","Jesse Wilson","Student / Beginner","","",3719,0,0
"https://openalex.org/A5003326991","Daryl Moorhead","Professor / Expert","","",3715,13340,55
"https://openalex.org/A5052910292","Ruonan Wu","Associate Professor","","",3700,2249,27
"https://openalex.org/A5076403607","Claudio Ronco","Professor / Expert","","",3689,112456,129
"https://openalex.org/A5080102032","Hao Wang","Professor / Expert","","",3686,42923,88
"https://openalex.org/A5134997020","Yi-Ting Wang","Student / Beginner","","",3672,0,0
"https://openalex.org/A5091394340","Bradley McDonnell","Postdoc / Early Career","","",3671,471,8
"https://openalex.org/A5063792624","Patrick W. Serruys","Professor / Expert","","",3669,207060,201
"https://openalex.org/A5073216705","Dan J. Stein","Professor / Expert","","",3669,296362,196
"https://openalex.org/A5051644359","John‐John B. Schnog","Associate Professor","","",3666,4277,30
"https://openalex.org/A5057643177","M. Jain","Assistant Professor / Researcher","","",3649,345,11
"https://openalex.org/A5134871134","Tujin Shi","Student / Beginner","","",3635,0,0
"https://openalex.org/A5010571732","Deepak L. Bhatt","Professor / Expert","","",3621,220127,198
"https://openalex.org/A5100606557","Paul M. Thompson","Professor / Expert","","",3618,192386,202
"https://openalex.org/A5025313057","Kaj Blennow","Professor / Expert","","",3616,236445,215
"https://openalex.org/A5100630207","M. Weber","Professor / Expert","","",3615,258417,195
"https://openalex.org/A5007925027","A. Cerri","Professor / Expert","","",3606,252280,195
"https://openalex.org/A5100351175","Yan Liu","Professor / Expert","","",3606,71822,119
"https://openalex.org/A5081088505","Narel Y. Paniagua-Zambrana","Associate Professor","","",3594,12374,28
"https://openalex.org/A5066197593","V. Shutthanandan","Professor / Expert","","",3592,11827,54
"https://openalex.org/A5041915207","Stefan Schmollinger","Assistant Professor / Researcher","","",3589,1768,20
"https://openalex.org/A5049143428","Thierry Roisnel","Professor / Expert","","",3587,25841,70
"https://openalex.org/A5134910025","Tetsuo SEKI","Student / Beginner","","",3570,0,0
"https://openalex.org/A5134924700","Kenji SAITO","Student / Beginner","","",3570,0,0
"https://openalex.org/A5022437227","Jun Zhang","Professor / Expert","","",3567,10375,48
"https://openalex.org/A5015101485","Jörge E. Cortes","Professor / Expert","","",3565,143891,180
"https://openalex.org/A5045592962","Sophie Lehmann","Postdoc / Early Career","","",3565,284,9
"https://openalex.org/A5009404760","Peter Nijkamp","Professor / Expert","","",3564,51192,103
"https://openalex.org/A5070248281","Vivian Lin","Assistant Professor / Researcher","","",3555,2368,15
"https://openalex.org/A5006834808","Monica Nordberg","Professor / Expert","","",3548,10513,52
"https://openalex.org/A5133160945","Palak Babel","Student / Beginner","","",3542,0,0
"https://openalex.org/A5062391734","Yehia Ibrahim","Professor / Expert","","",3538,5720,45
"https://openalex.org/A5037176679","A. Meyer","Professor / Expert","","",3528,234639,185
"https://openalex.org/A5134853329","Isaac Attah","Student / Beginner","","",3521,0,0
"https://openalex.org/A5026848585","Wei Liu","Associate Professor","","",3496,3315,26
"https://openalex.org/A5100694840","Min Yang","Professor / Expert","","",3493,71360,122
"https://openalex.org/A5100338921","Huan Liu","Professor / Expert","","",3479,143629,175
"https://openalex.org/A5019521209","Laura Meredith","Associate Professor","","",3477,2899,27
"https://openalex.org/A5021056331","Alan Robock","Professor / Expert","","",3472,38396,107
"https://openalex.org/A5005221518","Gordon B. Mills","Professor / Expert","","",3469,265569,232
"https://openalex.org/A5016869041","Jennifer Hurley","Associate Professor","","",3469,2460,25
"https://openalex.org/A5043042218","Dietmar Schomburg","Professor / Expert","","",3452,23589,68
"https://openalex.org/A5100355692","Yang Liu","Professor / Expert","","",3446,62598,107
"https://openalex.org/A5082213051","Bin Li","Associate Professor","","",3444,6003,37
"https://openalex.org/A5100669549","Huiguang He","Professor / Expert","","",3431,5878,41
"https://openalex.org/A5082656873","Paul K. Chu","Professor / Expert","","",3422,126448,148
"https://openalex.org/A5054138931","M. Jain","Associate Professor","","",3410,4534,39
"https://openalex.org/A5040090704","Min Li","Professor / Expert","","",3405,18074,64
"https://openalex.org/A5040692774","Κ. Peters","Professor / Expert","","",3400,159709,168
"https://openalex.org/A5034751002","Constantin G. Daniliuc","Professor / Expert","","",3374,30021,86
"https://openalex.org/A5035836720","Christian A. Koch","Professor / Expert","","",3373,11618,48
"https://openalex.org/A5134860828","Galya Orr","Student / Beginner","","",3352,0,0
"https://openalex.org/A5084197662","Michael Trauner","Professor / Expert","","",3328,67895,130
"https://openalex.org/A5086899353","Holly Andrews","Postdoc / Early Career","","",3326,448,10
"https://openalex.org/A5135106239","Yuqian Gao","Student / Beginner","","",3324,0,0
"https://openalex.org/A5041945807","Harriet de Wit","Professor / Expert","","",3316,41479,99
"https://openalex.org/A5011216396","Rinaldo Bellomo","Professor / Expert","","",3313,176796,182
"https://openalex.org/A5108167595","X. Wu","Professor / Expert","","",3313,160564,169
"https://openalex.org/A5015893189","J.-P.E. Grolier","Professor / Expert","","",3311,7111,49
"https://openalex.org/A5078263922","Tao Wang","Professor / Expert","","",3305,11452,51
"https://openalex.org/A5029768249","Yong Li","Professor / Expert","","",3302,32564,82
"https://openalex.org/A5134930830","Weijun Qian","Student / Beginner","","",3301,0,0
"https://openalex.org/A5063856451","Michael Schwenk","Professor / Expert","","",3300,10825,48
"https://openalex.org/A5044215108","Peng Zhang","Professor / Expert","","",3294,20521,66
"https://openalex.org/A5032470776","Jamie Allen","Assistant Professor / Researcher","","",3283,1477,19
"https://openalex.org/A5052819678","L. Li","Professor / Expert","","",3274,207220,183
"https://openalex.org/A5081906967","Christopher Anderton","Associate Professor","","",3269,7182,35
"https://openalex.org/A5100748869","Li Zhu","Professor / Expert","","",3266,52845,106
"https://openalex.org/A5002336595","Rudolf Holze","Professor / Expert","","",3262,19207,68
"https://openalex.org/A5014634951","Simon J. Coles","Professor / Expert","","",3259,20553,61
"https://openalex.org/A5088601700","Madison Blumer","Postdoc / Early Career","","",3259,197,7
"https://openalex.org/A5134827207","Kristin Burnum-Johnson","Student / Beginner","","",3258,0,0
"https://openalex.org/A5085982027","Yasemin Yesiltepe","Postdoc / Early Career","","",3254,98,4
"https://openalex.org/A5071088289","Felicity Nielson","Student / Beginner","","",3252,166,3
"https://openalex.org/A5024028933","Nicholas Geraci","Assistant Professor / Researcher","","",3248,1374,16
"https://openalex.org/A5018012012","Gang Li","Professor / Expert","","",3242,13427,44
"https://openalex.org/A5134846754","Nicole Powell","Student / Beginner","","",3233,0,0
"https://openalex.org/A5077206620","Hermann Brenner","Professor / Expert","","",3225,327585,204
"https://openalex.org/A5031299889","Leena Bruckner‐Tuderman","Professor / Expert","","",3223,22901,76
"https://openalex.org/A5087145651","Ji-Young Kim","Assistant Professor / Researcher","","",3222,1080,12
"https://openalex.org/A5134929590","Tong Zhang","Student / Beginner","","",3222,0,0
"https://openalex.org/A5051594294","Paul Dijkstra","Professor / Expert","","",3220,11926,55
"https://openalex.org/A5019014578","Min Joung Kim","Associate Professor","","",3219,2193,22
"https://openalex.org/A5037809865","Katherine Holmes","Postdoc / Early Career","","",3215,1512,10
"https://openalex.org/A5100338073","Tao Liu","Professor / Expert","","",3213,7770,49
"https://openalex.org/A5100336796","Jing Li","Professor / Expert","","",3212,116289,143
"https://openalex.org/A5034122195","Swarup China","Associate Professor","","",3210,5245,39
"https://openalex.org/A5100444537","M. Kumar","Professor / Expert","","",3208,8868,47
"https://openalex.org/A5133679006","Tanya Winkler","Student / Beginner","","",3206,0,0
"https://openalex.org/A5100345153","Qing Liu","Professor / Expert","","",3202,62841,106
"https://openalex.org/A5063063620","Daniel Miller Runfola","Assistant Professor / Researcher","","",3201,1986,19
"https://openalex.org/A5108631335","Ji","Associate Professor","","",3190,6072,32
"https://openalex.org/A5089197450","Daniël Hoyer","Professor / Expert","","",3185,36382,91
"https://openalex.org/A5111964102","Jun Wang","Professor / Expert","","",3183,297386,222
"https://openalex.org/A5109831824","LI -","Associate Professor","","",3180,8641,35
"https://openalex.org/A5024120181","M Snyder","Professor / Expert","","",3179,197791,209
"https://openalex.org/A5009004639","Sunnyjoy Dupuis","Postdoc / Early Career","","",3176,83,4
"https://openalex.org/A5090852510","Christie P. Thomas","Associate Professor","","",3176,7112,40
"https://openalex.org/A5003730884","Nina Horn","Associate Professor","","",3174,4448,38
"https://openalex.org/A5068853530","Juan Pablo","Professor / Expert","","",3173,47918,115
"https://openalex.org/A5069490814","Youngki You","Postdoc / Early Career","","",3173,151,6
"https://openalex.org/A5026048739","Giovanni Scambia","Professor / Expert","","",3172,90963,118
"https://openalex.org/A5072753091","Xuelin Ma","Assistant Professor / Researcher","","",3167,535,12
"https://openalex.org/A5029387280","Mowei Zhou","Associate Professor","","",3166,2727,26
"https://openalex.org/A5019602067","Michael Mills","Professor / Expert","","",3161,17136,60
"https://openalex.org/A5041318032","Anja Schmidt","Professor / Expert","","",3160,7834,47
"https://openalex.org/A5006906048","Stefan R. Bornstein","Professor / Expert","","",3159,75008,111
"https://openalex.org/A5058246960","A. Gupta","Postdoc / Early Career","","",3148,271,10
"https://openalex.org/A5000046286","Winfried März","Professor / Expert","","",3144,149013,128
"https://openalex.org/A5100616675","Sang Yup Lee","Professor / Expert","","",3138,79413,138
"https://openalex.org/A5065569192","Toshio Fukuda","Professor / Expert","","",3137,32084,73
"https://openalex.org/A5100774776","Cyrus Cooper","Professor / Expert","","",3137,333438,236
"https://openalex.org/A5100638254","S. L. Wu","Professor / Expert","","",3133,177258,170
"https://openalex.org/A5067751216","Bhim Singh","Professor / Expert","","",3120,59188,96
"https://openalex.org/A5134855834","Tao Liu","Student / Beginner","","",3120,0,0
"https://openalex.org/A5108065580","M. Williams","Professor / Expert","","",3118,126098,154
"https://openalex.org/A5084750854","Alexander J. Blake","Professor / Expert","","",3111,46058,101
"https://openalex.org/A5047504462","Yong Wang","Associate Professor","","",3108,4122,34
"https://openalex.org/A5032730516","Antonio Frontera","Professor / Expert","","",3107,36413,84
"https://openalex.org/A5101831137","Markus Böhm","Professor / Expert","","",3105,12052,53
"https://openalex.org/A5087017849","María Trujillo","Assistant Professor / Researcher","","",3101,953,13
"https://openalex.org/A5135067478","Yuqian Gao","Student / Beginner","","",3100,0,0
"https://openalex.org/A5004625476","Brian Zambri","Assistant Professor / Researcher","","",3098,661,11
"https://openalex.org/A5012117525","C.H. Arrowsmith","Professor / Expert","","",3094,43161,113
"https://openalex.org/A5053011724","Jeroen J. Bax","Professor / Expert","","",3093,243079,189
"https://openalex.org/A5106225322","S. Malik","Professor / Expert","","",3091,157810,163
"https://openalex.org/A5061649047","Klaus A. Miczek","Professor / Expert","","",3089,23347,84
"https://openalex.org/A5089379689","Lei Jiang","Professor / Expert","","",3087,207275,212
"https://openalex.org/A5016697650","Harold Achicanoy","Assistant Professor / Researcher","","",3080,2408,20
"https://openalex.org/A5002310217","James H. Tsai","Professor / Expert","","",3076,7204,43
"https://openalex.org/A5135027979","Kent Bloodsworth","Student / Beginner","","",3073,0,0
"https://openalex.org/A5134873555","Peter Weber","Student / Beginner","","",3072,0,0
"https://openalex.org/A5032464400","Kenneth C. Anderson","Professor / Expert","","",3070,168440,199
"https://openalex.org/A5015601396","Galya Orr","Associate Professor","","",3069,5283,38
"https://openalex.org/A5009883620","Ethan Kroll Gordon","Postdoc / Early Career","","",3065,250,9
"https://openalex.org/A5101862469","Daisy Herrera","Postdoc / Early Career","","",3063,51,4
"https://openalex.org/A5067596742","Steven Duplij","Assistant Professor / Researcher","","",3062,1274,13
"https://openalex.org/A5015978856","Jeremy Zucker","Associate Professor","","",3056,21231,31
"https://openalex.org/A5100418954","Zhang Li","Professor / Expert","","",3054,15344,56
"https://openalex.org/A5003799782","Witold Pedrycz","Professor / Expert","","",3047,91662,130
"https://openalex.org/A5027408085","Stephen Solovitz","Assistant Professor / Researcher","","",3044,683,14
"https://openalex.org/A5011264157","Christos Pantelis","Professor / Expert","","",3039,93359,137
"https://openalex.org/A5014424002","Erin Rooney","Postdoc / Early Career","","",3034,318,7
"https://openalex.org/A5040645120","E. Gorini","Professor / Expert","","",3033,217988,194
"https://openalex.org/A5012860439","Craig A. Erickson","Professor / Expert","","",3026,11073,53
"https://openalex.org/A5055801618","Deisy Chaves","Postdoc / Early Career","","",3026,458,8
"https://openalex.org/A5020674754","Jean‐Thomas Martelli","Postdoc / Early Career","","",3025,90,7
"https://openalex.org/A5074164414","Li Li","Professor / Expert","","",3021,12323,47
"https://openalex.org/A5034359289","E. Rossi","Professor / Expert","","",3020,211707,195
"https://openalex.org/A5100727879","Ajay Singh","Professor / Expert","","",3017,65744,101
"https://openalex.org/A5072421868","I. Cibulka","Associate Professor","","",3016,2736,25
"https://openalex.org/A5134864174","Aaron Wright","Student / Beginner","","",3013,0,0
"https://openalex.org/A5059481564","Min-Soo Kim","Postdoc / Early Career","","",3011,273,7
"https://openalex.org/A5135249179","Elizabeth Eder","Student / Beginner","","",3006,0,0
"https://openalex.org/A5100404947","Jie Yang","Professor / Expert","","",3004,22769,76
"https://openalex.org/A5100412926","Lin Li","Professor / Expert","","",3003,72820,115
"https://openalex.org/A5134832959","Kylee Tate","Student / Beginner","","",2997,0,0
"https://openalex.org/A5134998414","Tong Zhang","Student / Beginner","","",2990,0,0
"https://openalex.org/A5033573338","Meletios Α. Dimopoulos","Professor / Expert","","",2988,128560,159
"https://openalex.org/A5103961339","Ming Ming","Associate Professor","","",2988,3949,24
"https://openalex.org/A5134874900","Peter Nico","Student / Beginner","","",2988,0,0
"https://openalex.org/A5070928171","Gregg C. Fonarow","Professor / Expert","","",2986,198190,198
"https://openalex.org/A5134836195","Eric Slessarev","Student / Beginner","","",2986,0,0
"https://openalex.org/A5134837943","Steve Blazewicz","Student / Beginner","","",2986,0,0
"https://openalex.org/A5134840149","Odeta Qafoku","Student / Beginner","","",2986,0,0
"https://openalex.org/A5134842152","Noah Sokol","Student / Beginner","","",2986,0,0
"https://openalex.org/A5006847496","J Stamatoyannopoulos","Professor / Expert","","",2973,98349,107
"https://openalex.org/A5010647553","William Chrisler","Associate Professor","","",2973,6021,37
"https://openalex.org/A5002712420","Hyung Jun Kim","Professor / Expert","","",2971,11474,50
"https://openalex.org/A5084580994","Paul Knochel","Professor / Expert","","",2971,58064,109
"https://openalex.org/A5075525738","Carlo La Vecchia","Professor / Expert","","",2970,245931,187
"https://openalex.org/A5134860490","Jennifer Pett-Ridge","Student / Beginner","","",2969,0,0
"https://openalex.org/A5134873948","Gareth Trubl","Student / Beginner","","",2968,0,0
"https://openalex.org/A5072258594","Tien Yin Wong","Professor / Expert","","",2965,231393,207
"https://openalex.org/A5076487187","Nigel Collar","Associate Professor","","",2963,10314,34
"https://openalex.org/A5015200251","Andrew L. Wong","Associate Professor","","",2961,4043,28
"https://openalex.org/A5052354459","Jeong Soo Kim","Associate Professor","","",2947,5806,40
"https://openalex.org/A5100740683","W. T. Ford","Professor / Expert","","",2946,148225,157
"https://openalex.org/A5115589533","Sheng Wang","Assistant Professor / Researcher","","",2943,1319,19
"https://openalex.org/A5000471665","Markku Kulmala","Professor / Expert","","",2942,142291,179
"https://openalex.org/A5059286326","Katherine EO Todd-Brown","Associate Professor","","",2938,43007,28
"https://openalex.org/A5040861534","M. Morii","Professor / Expert","","",2937,155150,165
"https://openalex.org/A5070204165","Silke Hofmann","Associate Professor","","",2930,4997,32
"https://openalex.org/A5024176508","Kenneth W. McCravy","Assistant Professor / Researcher","","",2928,1460,19
"https://openalex.org/A5061026876","Guillermo Garcia‐Manero","Professor / Expert","","",2928,89874,149
"https://openalex.org/A5083881252","James Moran","Associate Professor","","",2927,2057,24
"https://openalex.org/A5002610484","Stylianos Chatzimanolis","Assistant Professor / Researcher","","",2921,1585,20
"https://openalex.org/A5038373228","Edward L. Giovannucci","Professor / Expert","","",2895,215783,217
"https://openalex.org/A5087568651","Abdullah M. Asiri","Professor / Expert","","",2893,137204,168
"https://openalex.org/A5012703845","Florentín Smarandache","Professor / Expert","","",2891,23486,64
"https://openalex.org/A5074211409","Michael G. B. Drew","Professor / Expert","","",2891,35261,72
"https://openalex.org/A5135145602","Sabeeha Merchant","Student / Beginner","","",2890,0,0
"https://openalex.org/A5109064832","CF Tsai","Student / Beginner","","",2887,13,2
"https://openalex.org/A5075230689","R. Kowalewski","Professor / Expert","","",2886,175082,165
"https://openalex.org/A5023609736","Jing Li","Postdoc / Early Career","","",2885,108,5
"https://openalex.org/A5100378803","Tong Zhang","Professor / Expert","","",2881,17726,60
"https://openalex.org/A5100400217","Jun Zhang","Professor / Expert","","",2880,54307,111
"https://openalex.org/A5100666747","A. Bodek","Professor / Expert","","",2879,142526,159
"https://openalex.org/A5079401169","Shahrokh F. Shariat","Professor / Expert","","",2878,99958,147
"https://openalex.org/A5107658271","H. F. Heath","Professor / Expert","","",2876,178822,171
"https://openalex.org/A5023264421","J. W. Head","Professor / Expert","","",2875,74325,133
"https://openalex.org/A5100355773","Yang Liu","Professor / Expert","","",2875,50406,90
"https://openalex.org/A5012526019","N. Berger","Professor / Expert","","",2872,137762,156
"https://openalex.org/A5063667378","Zhu Han","Professor / Expert","","",2872,91286,136
"https://openalex.org/A5079665496","Matthew J. Budoff","Professor / Expert","","",2870,110376,161
"https://openalex.org/A5083193286","Mohamed‐Slim Alouini","Professor / Expert","","",2868,92531,119
"https://openalex.org/A5106426616","F. Šforza","Professor / Expert","","",2868,172559,177
"https://openalex.org/A5081822197","Theodore E. Simos","Professor / Expert","","",2867,11345,45
"https://openalex.org/A5085381025","S. J. Pearton","Professor / Expert","","",2867,82534,115
"https://openalex.org/A5100378741","H. J. Yang","Professor / Expert","","",2866,43706,88
"https://openalex.org/A5100698315","M. Costa","Professor / Expert","","",2858,201931,181
"https://openalex.org/A5134969252","James Fulcher","Student / Beginner","","",2858,0,0
"https://openalex.org/A5032913787","A. Clark","Professor / Expert","","",2852,170458,176
"https://openalex.org/A5115602439","Haibo Liu","Professor / Expert","","",2852,84456,128
"https://openalex.org/A5063226007","Richard Corley","Associate Professor","","",2850,4435,35
"https://openalex.org/A5053939876","George Lauder","Professor / Expert","","",2839,30465,100
